 batch: 1563/1563 | epoch: 0 | Loss: 4.257878822923393 | Accuracy: 4.988(2494/50000)(2492/49984)))[4.988] [4.257878822923393]
 batch: 1563/1563 | epoch: 12 | Loss: 2.0218891602483837 | Accuracy: 45.544(22772/50000)765/49984)))[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837]
 batch: 1563/1563 | epoch: 13 | Loss: 1.9605963202676022 | Accuracy: 47.292(23646/50000)3641/49984))[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022]
 batch: 1563/1563 | epoch: 14 | Loss: 1.9061115633121912 | Accuracy: 48.328(24164/50000)159/49984)))[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912]
 batch: 1563/1563 | epoch: 15 | Loss: 1.8267438976869932 | Accuracy: 50.046(25023/50000)014/49984)2)[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932]
 batch: 1563/1563 | epoch: 16 | Loss: 1.787827929890621 | Accuracy: 51.162(25581/50000)5573/49984)))[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621]
 batch: 1563/1563 | epoch: 17 | Loss: 1.7375597467578074 | Accuracy: 52.144(26072/50000)063/49984)))[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074]
 batch: 1563/1563 | epoch: 18 | Loss: 1.6837792259641589 | Accuracy: 53.712(26856/50000)6854/49984))[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589]
 batch: 1563/1563 | epoch: 19 | Loss: 1.644472014461659 | Accuracy: 54.644(27322/50000)27314/49984))[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659]
 batch: 1563/1563 | epoch: 20 | Loss: 1.6159582257042004 | Accuracy: 55.472(27736/50000)27726/49984)[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004]
 batch: 1563/1563 | epoch: 21 | Loss: 1.5579897417750637 | Accuracy: 56.898(28449/50000)8441/49984))[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637]
 batch: 1563/1563 | epoch: 22 | Loss: 1.522755472383969 | Accuracy: 57.604(28802/50000)8791/49984)))[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969]
 batch: 1563/1563 | epoch: 23 | Loss: 1.4937310624183635 | Accuracy: 58.364(29182/50000)29173/49984)[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635]
 batch: 1563/1563 | epoch: 24 | Loss: 1.4559006927414575 | Accuracy: 59.162(29581/50000)9572/49984))[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575]
 batch: 1563/1563 | epoch: 25 | Loss: 1.4246181655372478 | Accuracy: 59.916(29958/50000)948/49984)2)[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478]
 batch: 1563/1563 | epoch: 26 | Loss: 1.4028328962228425 | Accuracy: 60.204(30102/50000)0092/49984))[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425]
 batch: 1563/1563 | epoch: 27 | Loss: 1.3572296882316384 | Accuracy: 61.828(30914/50000)0907/49984))[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384]
 batch: 1563/1563 | epoch: 28 | Loss: 1.3268322810788071 | Accuracy: 62.362(31181/50000)1171/49984))[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071]
 batch: 1563/1563 | epoch: 29 | Loss: 1.3075435442643828 | Accuracy: 62.978(31489/50000)1479/49984))[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828]
 batch: 1563/1563 | epoch: 30 | Loss: 1.2743638293222976 | Accuracy: 63.736(31868/50000)1856/49984))[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976]
 batch: 1563/1563 | epoch: 31 | Loss: 1.2530124145902584 | Accuracy: 64.43(32215/50000)32205/49984)[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736, 64.43] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976, 1.2530124145902584]
 batch: 1563/1563 | epoch: 32 | Loss: 1.2334175459559118 | Accuracy: 64.54(32270/50000)32260/49984)[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736, 64.43, 64.54] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976, 1.2530124145902584, 1.2334175459559118]
 batch: 1563/1563 | epoch: 33 | Loss: 1.1953781360017894 | Accuracy: 65.846(32923/50000)913/49984))[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736, 64.43, 64.54, 65.846] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976, 1.2530124145902584, 1.2334175459559118, 1.1953781360017894]
 batch: 1563/1563 | epoch: 34 | Loss: 1.176002461846944 | Accuracy: 66.556(33278/50000)271/49984)2)[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736, 64.43, 64.54, 65.846, 66.556] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976, 1.2530124145902584, 1.2334175459559118, 1.1953781360017894, 1.176002461846944]
 batch: 1563/1563 | epoch: 35 | Loss: 1.1516914652733183 | Accuracy: 66.98(33490/50000)33482/49984)[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736, 64.43, 64.54, 65.846, 66.556, 66.98] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976, 1.2530124145902584, 1.2334175459559118, 1.1953781360017894, 1.176002461846944, 1.1516914652733183]
 batch: 1563/1563 | epoch: 36 | Loss: 1.1209597457927232 | Accuracy: 67.634(33817/50000)3806/49984)[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736, 64.43, 64.54, 65.846, 66.556, 66.98, 67.634] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976, 1.2530124145902584, 1.2334175459559118, 1.1953781360017894, 1.176002461846944, 1.1516914652733183, 1.1209597457927232]
 batch: 1563/1563 | epoch: 37 | Loss: 1.1106975058752684 | Accuracy: 67.914(33957/50000)3946/49984)[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736, 64.43, 64.54, 65.846, 66.556, 66.98, 67.634, 67.914] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976, 1.2530124145902584, 1.2334175459559118, 1.1953781360017894, 1.176002461846944, 1.1516914652733183, 1.1209597457927232, 1.1106975058752684]
 batch: 1563/1563 | epoch: 38 | Loss: 1.0976105752810408 | Accuracy: 68.216(34108/50000)4100/49984)[4.988, 9.388, 13.758, 18.698, 23.122, 27.488, 31.448, 34.512, 37.092, 39.786, 41.9, 43.592, 45.544, 47.292, 48.328, 50.046, 51.162, 52.144, 53.712, 54.644, 55.472, 56.898, 57.604, 58.364, 59.162, 59.916, 60.204, 61.828, 62.362, 62.978, 63.736, 64.43, 64.54, 65.846, 66.556, 66.98, 67.634, 67.914, 68.216] [4.257878822923393, 3.8841698454956326, 3.6216119020624338, 3.320235490188794, 3.0797980702693692, 2.860238192558899, 2.6637738536583333, 2.521787874147973, 2.404466160428272, 2.2735630032807226, 2.1918001767541075, 2.1101177224575975, 2.0218891602483837, 1.9605963202676022, 1.9061115633121912, 1.8267438976869932, 1.787827929890621, 1.7375597467578074, 1.6837792259641589, 1.644472014461659, 1.6159582257042004, 1.5579897417750637, 1.522755472383969, 1.4937310624183635, 1.4559006927414575, 1.4246181655372478, 1.4028328962228425, 1.3572296882316384, 1.3268322810788071, 1.3075435442643828, 1.2743638293222976, 1.2530124145902584, 1.2334175459559118, 1.1953781360017894, 1.176002461846944, 1.1516914652733183, 1.1209597457927232, 1.1106975058752684, 1.0976105752810408]
